b_Intercept,b_polypc1M0.521,b_polypc1M0.522,sd_doctor__Intercept,sd_picture__Intercept
-1.5092096632985632,1.0911197235248302,-55.65796480687213,0.3707070670396266,0.2363389756419297
-1.5015048201613115,-5.781180562612803,-44.47966412944424,0.45936359283230904,0.07506022064431847
-1.5138774103291914,-7.2803012858416585,-49.114478582871385,0.5675837582703986,0.17055173226372697
-1.492148265080182,0.03735935633534715,-46.737969378891904,0.4701270219250411,0.12435698939625596
-1.3722841422266299,0.5911525087522599,-46.38862621058374,0.4896811553896622,0.05143823752211999
-1.7333895117298308,-2.230658634801582,-50.44839210810668,0.4840130846301629,0.1917577241691919
-1.5953117611711536,-4.775281692504218,-50.14476115105062,0.5404817627496206,0.23289780686817874
-1.3751058591194703,-2.989922056937508,-53.561865195390105,0.48029174940636943,0.1386588610530174
-1.5571022157742707,7.499457102169719,-52.30683109553968,0.4435283022906831,0.23763575151010485
-1.5420464165994179,-7.714713615140216,-50.62382564886765,0.4804817302242726,0.15562400739254925
-1.444983142627668,1.6222238847831156,-45.10096269096607,0.38560476321825166,0.1807864436139308
-1.5481643182958673,-2.3614640365458577,-49.12412537740789,0.4079744157877739,0.1800224519869135
-1.5347907098327864,-4.465637580471796,-50.241143179792616,0.4613391114675663,0.13968552404089263
-1.5403422002251796,4.601644257406133,-49.57275315830333,0.442735305750518,0.18271937980444486
-1.4164305768679144,-4.573267573524023,-53.28202326281608,0.4472293912895022,0.28664314484342124
-1.5309744701702404,-1.627899467390705,-50.037591325164954,0.5073776531880357,0.1691160919329526
-1.4772059413084486,-3.7936141253750035,-47.834991706589044,0.5476338988455237,0.18792558556773228
-1.5005920678138809,3.0463496400849523,-48.20330161463426,0.5501033568783632,0.24544344213837715
-1.572186557443552,-1.0453174323924577,-45.981442249162995,0.5025189777862593,0.07019836456203984
-1.4814674373434649,-1.9198760495960085,-48.376090827975524,0.4645748489269154,0.16751051108182183
-1.4808763784454393,-2.725540491493991,-52.109134102164624,0.43239180615728534,0.2667692542316275
-1.595528071790623,-1.0641143165539981,-49.200173541312324,0.5034240040255981,0.10589440583362486
-1.4894953655887753,-3.1504816556115895,-50.07638950003557,0.4101972649209491,0.19836706881190963
-1.5140439698070576,0.02753685941668882,-49.60096574098745,0.519281136359641,0.11588527811209176
-1.5511080146977596,-0.9907829044852169,-45.78028066887342,0.5197114180827502,0.09804223999963196
-1.5173875237758176,-3.5144991197701763,-46.40306483082823,0.3840300597679393,0.06487712273744814
-1.5726318489539188,-4.458509821326224,-50.78526440941583,0.4452405262897384,0.22617588725675108
-1.490953661251741,-1.312016073366095,-51.620755071421925,0.4789059893247227,0.16312908511503058
-1.4977135607921626,-4.022707263845412,-47.72129421157246,0.5237554320212364,0.11134852915869098
-1.478175437617786,1.537925528979155,-54.33090438011329,0.4549811285626804,0.18041325264113547
-1.521496362069331,-3.336870813304262,-45.90442404073951,0.4425824609240969,0.07374713511227068
-1.6480473455387281,-4.094843855153588,-59.28102616405132,0.4294820150263804,0.21048606771759035
-1.4464553959358302,3.883608420671428,-57.141338407080106,0.4447653618169158,0.21106341963522263
-1.5073960906362867,-1.3291937136602425,-52.7871028895162,0.5184335586827147,0.20734232867798597
-1.4433188273170443,-4.709809194043062,-47.30709481535948,0.5887080169795113,0.14703711538230707
-1.4759273983872316,-11.50536210989344,-40.96668157334461,0.3973550296761555,0.34626519630864216
-1.4471055143709917,4.728254808868144,-55.71304737447858,0.4848849184090962,0.15471612898568468
-1.3725454223556601,-6.2849808223426,-47.79068347606463,0.5649431961344843,0.1732192395527997
-1.4851076905082485,5.676486835208933,-53.93766659270726,0.5021958647931141,0.11632362334611306
-1.524583461925481,-2.831543368775388,-45.603459621810416,0.45967129113376703,0.20079700958429708
-1.515239976061127,-1.006194172054061,-54.7675807865251,0.4489459921784716,0.16652058957572025
-1.5618265351851088,-0.34988592300691157,-49.77037132402999,0.4418922354163499,0.1468479114590138
-1.6511477132299281,2.253260669287854,-50.20883947259906,0.5349983360217342,0.16213787157021878
-1.529815427314112,6.621938142898551,-51.91964606256305,0.4004889183731663,0.09263822634998492
-1.5643839475551873,-1.9129627478724678,-48.40167619034165,0.42663153092204753,0.13850378164194257
-1.5232778074759041,-1.438668942031209,-47.49065455442058,0.47749008326547393,0.17842693013628835
-1.6394177602617483,-10.090418423727833,-53.476135922953254,0.5412044989370469,0.17620926079419363
-1.4355754288830598,-2.369835387287213,-48.18030257454046,0.45598405860304764,0.1281702050737621
-1.629138651754749,0.5147928300867701,-48.217304893530404,0.4995363147108191,0.07901274446904584
-1.516652008727828,2.0120283883106955,-45.59308737164446,0.3797915928368552,0.06608428020644846
-1.576958197317258,0.6684442619872333,-49.92819472312529,0.444975713027092,0.08419642370015853
-1.4731479501386748,-1.9906611149841016,-53.63123184021514,0.4546170157422963,0.2915946763976793
-1.4259296279270328,0.053102961528001674,-48.57044536442441,0.4460906051073116,0.1751985151539015
-1.5293127744338721,-0.33251365076267125,-50.538870614599034,0.442517482949404,0.1080401330240119
